name,position,industry,company_size,finance_stage,location,experience,education,salary
北京字节跳动科技有限公司,后端开发工程师 - 直播/实时通信,后端开发,2000人以上,C轮,南山区,3-5年,本科,25k-50k
深圳市环球易购电子商务有限公司,监控系统开发工程师,电商运维,2000人以上,上市公司,南山区,3-5年,大专,15k-25k
杭州云脑科技有限公司,大数据开发工程师,,50-150人,A轮,南山区,3-5年,本科,15k-30k
深圳凯因卡德科技有限公司,后端开发工程师,游戏Linux/UnixC++,15-50人,A轮,南山区,不限,不限,10k-20k
厂多多网络科技（深圳）有限公司,嵌入式软件开发工程师（急招）,电商企业服务Linux,15-50人,天使轮,宝安区,3-5年,本科,25k-30k
深圳市立新出行信息技术有限公司,后台开发工程师,电商支付GolangJavaMySQL,50-150人,不需要融资,宝安区,1-3年,本科,15k-25k
深圳市矽赫科技有限公司,应用软件工程师,智能硬件ARMLinux智能硬件硬件开发,15-50人,不需要融资,南山区,1-3年,本科,15k-30k
联捷计算科技（深圳）有限公司,软件开发工程师,,50-150人,A轮,福田区,3-5年,本科,12k-24k
腾讯科技(深圳)有限公司,TEG13-大数据后台开发工程师,,2000人以上,上市公司,南山区,1-3年,本科,18k-36k
深圳市天杭科技有限公司,C++开发工程师,,50-150人,不需要融资,龙华新区,3-5年,本科,15k-30k
深圳依时货拉拉科技有限公司,技术副总监（数据分析方向）J10758,,2000人以上,C轮,福田区,5-10年,本科,30k-50k
深圳松茂科技有限公司,系统工程师,,50-150人,A轮,南山区,1-3年,大专,8k-12k
深圳市尚游网络科技有限公司,U3D客户端开发工程师——诺亚手游,,150-500人,不需要融资,南山区,1-3年,本科,10k-17k
深圳市瑞宝麟财富投资管理有限公司,运维开发工程师,互联网金融,2000人以上,不需要融资,南山区,3-5年,大专,15k-30k
万汇互联（深圳）科技有限公司,量化交易引擎高级开发工程师,,150-500人,天使轮,南山区,3-5年,本科,35k-50k
深圳市大辰科技有限公司,算法工程师,大数据NLP数据挖掘数据分析,50-150人,不需要融资,南山区,3-5年,本科,12k-24k
格创东智（深圳）科技有限公司,高级JAVA开发工程师,,500-2000人,不需要融资,南山区,5-10年,本科,15k-25k
深圳市和讯华谷信息技术有限公司,高级安全工程师（安全开发&amp;架构）,云计算大数据网络安全信息安全,500-2000人,上市公司,南山区,5-10年,本科,18k-35k
北京国双科技有限公司,资深运维开发工程师,大数据云计算后端Python平台,500-2000人,上市公司,福田区,5-10年,本科,25k-35k
深圳市家家顺物联科技有限公司,大数据开发工程师,大数据Flink算法Hadoop,50-150人,不需要融资,福田区,3-5年,本科,15k-28k
华泰期货有限公司,前端高级开发工程师,金融HTML5CSSWeb前端Javascript,500-2000人,不需要融资,福田区,5-10年,本科,20k-40k
深圳数位传媒科技有限公司,大数据开发工程师（数据仓库）,大数据HiveHadoop,150-500人,B轮,南山区,3-5年,本科,18k-35k
深圳码隆科技有限公司,高级全栈工程师（深圳）,,50-150人,B轮,盐田区,1-3年,本科,20k-40k
深圳瓦拉数字技术有限公司,区块链-高级GO/Golang开发工程师,互联网金融分布式后端,15-50人,天使轮,宝安区,5-10年,本科,20k-40k
上海易点时空网络有限公司,PHP开发工程师,汽车移动互联网,150-500人,C轮,宝安区,3-5年,本科,15k-30k
深圳市玖昔科技发展股份有限公司,高级运维开发工程师,,50-150人,B轮,南山区,1-3年,大专,10k-20k
上海海知智能科技有限公司,数据开发工程师,云计算大数据ETLJavaHadoop数据分析,50-150人,A轮,南山区,3-5年,本科,15k-30k
深圳TCL新技术有限公司,运维开发工程师,,2000人以上,上市公司,南山区,3-5年,本科,20k-40k
深圳市海柔创新科技有限公司,电子工程师,智能硬件Linux智能硬件PCB工艺电路设计,15-50人,A轮,宝安区,3-5年,本科,13k-25k
深圳市知学云科技有限公司,大数据开发工程师（人物画像/用户推荐方面）,,150-500人,不需要融资,南山区,3-5年,大专,18k-25k
深圳市大辰科技有限公司,c++开发工程师（直播业务）,,50-150人,不需要融资,南山区,3-5年,本科,15k-25k
深圳市阿卡索资讯股份有限公司,资深web前端开发工程师,教育移动互联网JavascriptCSS,500-2000人,B轮,罗湖区,3-5年,本科,15k-25k
联捷计算科技（深圳）有限公司,软件开发工程师（图片算法）,,50-150人,A轮,福田区,3-5年,本科,18k-36k
深圳市四格互联信息技术有限公司,前端开发工程师,,150-500人,B轮,南山区,3-5年,本科,15k-20k
深圳库尚信息技术有限公司,高级爬虫开发工程师,电商大数据Python抓取爬虫工程师,2000人以上,B轮,南山区,3-5年,本科,15k-30k
深圳瓦拉数字技术有限公司,区块链-高级C++开发工程师,,15-50人,天使轮,宝安区,3-5年,本科,25k-40k
联捷计算科技（深圳）有限公司,高级后端开发工程师,云计算视频GOJavaPython云计算,50-150人,A轮,福田区,3-5年,本科,20k-30k
Moody's Analytics,React.js 前端开发 - 工程师 / 架构师,移动互联网云计算HTML5React nativeHTML,2000人以上,上市公司,福田区,不限,本科,16k-30k
深圳市星航智能科技发展有限公司,大数据开发工程师,,2000人以上,不需要融资,龙华新区,3-5年,大专,18k-32k
江苏润和软件股份有限公司,驱动开发工程师,,2000人以上,上市公司,龙岗区,不限,本科,10k-20k
深圳市立新出行信息技术有限公司,Golang后台开发工程师,,50-150人,不需要融资,宝安区,3-5年,本科,25k-35k
深圳市众乐网视文化传播有限公司,nodejs开发工程师,电商本地生活Linux/UnixNode.jsMySQL后端,150-500人,A轮,南山区,3-5年,本科,20k-40k
深圳市牧月科技有限公司,感知算法工程师,,15-50人,天使轮,龙华新区,1-3年,本科,25k-50k
北京通力互联技术服务有限公司,高级算法研发工程师,,2000人以上,不需要融资,南山区,不限,硕士,15k-30k
上海海万信息科技股份有限公司,大数据开发工程师,大数据HiveHadoopSpark,500-2000人,不需要融资,福田区,3-5年,本科,10k-20k
爱问医联科技（深圳）有限公司,Java开发工程师,移动互联网医疗健康,150-500人,A轮,南山区,3-5年,本科,10k-15k
北京志凌海纳科技有限公司,时光机研发工程师,,50-150人,B轮,南山区,不限,本科,20k-40k
深圳小橙奔跑科技有限公司,高级Web前端开发工程师,广告营销,15-50人,天使轮,南山区,3-5年,本科,15k-25k
深圳虾皮信息科技有限公司,高级后台开发工程师,,2000人以上,上市公司,南山区,3-5年,本科,30k-50k
深圳小库科技有限公司,高级后端开发工程师,,50-150人,A轮,南山区,3-5年,本科,20k-40k
深圳市牧月科技有限公司,软件工程师,,15-50人,天使轮,龙华新区,1-3年,本科,25k-50k
深圳市易讯天空网络技术有限公司,后台服务开发工程师,,150-500人,上市公司,南山区,3-5年,本科,15k-25k
深圳云天励飞技术有限公司,云服务研发工程师,,500-2000人,A轮,福田区,3-5年,本科,10k-20k
千巡科技（深圳）有限公司,ROS工程师,,15-50人,天使轮,宝安区,不限,本科,15k-30k
深圳码隆科技有限公司,算法工程师,,50-150人,B轮,盐田区,不限,本科,20k-30k
深圳暴雪奇迹科技有限公司,Unity3D开发工程师,游戏,50-150人,未融资,南山区,3-5年,本科,14k-20k
北京市商汤科技开发有限公司,C++开发工程师,,2000人以上,C轮,南山区,不限,本科,15k-30k
深圳依时货拉拉科技有限公司,技术副总监（大数据方向）J10761,,2000人以上,C轮,福田区,5-10年,本科,40k-60k
深圳市义泰昌餐饮管理有限公司,算法工程师,电商新零售,500-2000人,A轮,福田区,3-5年,本科,15k-28k
阿斯麦（上海）光刻设备科技有限公司,C++ 软件开发工程师,,150-500人,上市公司,南山区,3-5年,本科,15k-20k
深圳链禧科技有限公司,高级JAVA工程师,,50-150人,不需要融资,南山区,5-10年,本科,18k-25k
鹏城实验室,Hadoop开发工程师—先进计算研究中心,大数据移动互联网Java,500-2000人,不需要融资,南山区,1-3年,硕士,18k-24k
爱客科技（深圳）有限公司,大数据开发工程师,,50-150人,不需要融资,南山区,3-5年,本科,20k-40k
深圳瓦拉数字技术有限公司,高级Go/C++开发工程师,,15-50人,天使轮,宝安区,3-5年,本科,20k-40k
深圳前海大数金融服务有限公司,互联网开发运维工程师,,500-2000人,C轮,南山区,3-5年,本科,15k-25k
深圳市牧月科技有限公司,算法工程师,,15-50人,天使轮,龙华新区,应届毕业生,本科,8k-12k
鹏城实验室,linux C/C++开发工程师—先进计算研究中心,大数据云计算Linux/Unix,500-2000人,不需要融资,南山区,1-3年,本科,15k-18k
广州市易杰数码科技有限公司,WEB前端工程师,工具软件大数据前端开发,150-500人,上市公司,南山区,1-3年,本科,8k-16k
深圳灵喵机器人技术有限公司,高级全栈工程师,,15-50人,A轮,龙岗区,3-5年,本科,12k-24k
中科创达软件股份有限公司,高级平台开发工程师,,2000人以上,上市公司,南山区,5-10年,本科,16k-25k
深圳市普渡科技有限公司,机器人软件开发工程师,,50-150人,A轮,南山区,3-5年,本科,15k-30k
深圳市乐易网络股份有限公司,C++,游戏Java后端,150-500人,A轮,南山区,1-3年,本科,10k-20k
爱客科技（深圳）有限公司,高級前端工程师,云计算Web前端架构师,50-150人,不需要融资,南山区,3-5年,本科,20k-35k
上海海万信息科技股份有限公司,c++开发工程师,云计算云计算,500-2000人,不需要融资,福田区,3-5年,大专,10k-20k
心灵失重（北京）科技有限公司,高级后端开发,社交PythonC++Golang,150-500人,A轮,南山区,5-10年,本科,20k-40k
上海海知智能科技有限公司,数据开发工程师,大数据,50-150人,A轮,南山区,1-3年,本科,10k-20k
深圳市消费宝网络科技有限公司,技术总监,,50-150人,天使轮,南山区,5-10年,本科,20k-30k
富途网络科技（深圳）有限公司,行情服务器开发工程师,大数据金融Python算法,500-2000人,C轮,南山区,3-5年,本科,20k-40k
深圳市赢众通金融信息服务有限责任公司,运维开发工程师,,500-2000人,上市公司,南山区,3-5年,大专,15k-25k
融慧金科金融服务外包（北京）有限公司,JAVA研发工程师,,50-150人,A轮,南山区,1-3年,本科,13k-26k
深圳市牧月科技有限公司,规划/控制算法工程师,,15-50人,天使轮,龙华新区,1-3年,本科,25k-50k
鹏城实验室,集群运维开发工程师—先进计算研究中心,大数据云计算,500-2000人,不需要融资,南山区,1-3年,硕士,20k-24k
上海微创软件股份有限公司北京分公司,自然语音处理研发工程师-车联网,移动互联网汽车NLP机器学习,2000人以上,不需要融资,南山区,3-5年,本科,10k-20k
北京市商汤科技开发有限公司,后端研发工程师,,2000人以上,C轮,南山区,3-5年,本科,20k-40k
中科水滴科技（深圳）有限公司,软件开发工程师,,50-150人,天使轮,龙岗区,3-5年,不限,14k-24k
深圳复临信息科技有限公司,高级后端工程师,,50-150人,A轮,南山区,3-5年,本科,20k-30k
深圳市有芯电子有限公司,技术研发经理,电商项目管理,150-500人,不需要融资,福田区,10年以上,本科,25k-33k
北京志凌海纳科技有限公司,高级后台开发工程师,云计算dockerGO云计算,50-150人,B轮,南山区,不限,本科,20k-40k
北京字节跳动科技有限公司,分布式KV / 缓存系统研发工程师,后端开发,2000人以上,C轮,南山区,不限,本科,35k-70k
上海海万信息科技股份有限公司,java工程师,金融软件开发,500-2000人,不需要融资,南山区,3-5年,大专,12k-20k
深圳市环球易购电子商务有限公司,运维开发工程师,,2000人以上,上市公司,南山区,3-5年,本科,15k-25k
跨越速运集团有限公司,信息安全开发工程师(J10190),信息安全,2000人以上,不需要融资,南山区,3-5年,大专,25k-30k
深圳市乐易网络股份有限公司,Java,游戏C++C后端,150-500人,A轮,南山区,1年以下,本科,8k-16k
深圳市前海汇流信息科技有限公司,Node.js后端开发工程师,,50-150人,A轮,南山区,1-3年,本科,10k-20k
武汉斗鱼网络科技有限公司,资深DBA工程师,,2000人以上,D轮及以上,南山区,5-10年,本科,17k-34k
上海海万信息科技股份有限公司,初级java工程师,,500-2000人,不需要融资,福田区,3-5年,本科,10k-20k
北京字节跳动科技有限公司,NewSQL研发工程师,后端开发,2000人以上,C轮,南山区,3-5年,本科,30k-60k
深圳市前海汇流信息科技有限公司,Golang,,50-150人,A轮,南山区,1-3年,本科,10k-20k
深圳蓝贝科技有限公司,数据平台开发工程师,,150-500人,B轮,南山区,3-5年,本科,15k-30k
深圳市一面网络技术有限公司,前端工程师,大数据,50-150人,A轮,南山区,1-3年,本科,10k-18k
深圳讴谱科技有限公司,区块链开发工程师,,15-50人,不需要融资,南山区,5-10年,本科,15k-25k
深圳市小满科技有限公司,高级前端工程师,企业服务JavascriptNode.jsWeb前端,150-500人,C轮,南山区,3-5年,本科,20k-40k
深圳复临信息科技有限公司,后端工程师,,50-150人,A轮,南山区,3-5年,本科,15k-25k
深圳虾皮信息科技有限公司,Shopee 2C业务群后台研发工程师,,2000人以上,上市公司,南山区,3-5年,本科,30k-50k
深圳市硅基大脑科技有限公司,AI研发工程师（可应届生）,,15-50人,未融资,南山区,不限,本科,8k-15k
优倍快网络技术咨询(上海)有限公司,服务端工程师,,500-2000人,上市公司,福田区,1-3年,本科,10k-20k
深圳前海联动云汽车租赁有限公司,运维开发工程师,,2000人以上,不需要融资,罗湖区,3-5年,本科,15k-30k
智言科技(深圳)有限公司,高级后端工程师,,50-150人,A轮,南山区,5-10年,本科,18k-36k
跨越速运集团有限公司,信息安全开发工程师(J10175),,2000人以上,不需要融资,南山区,3-5年,大专,25k-30k
深圳市迷你玩科技有限公司,大数据分析开发工程师,大数据数据挖掘,50-150人,B轮,南山区,5-10年,大专,40k-80k
上海海万信息科技股份有限公司,中高级java开发工程师,,500-2000人,不需要融资,福田区,3-5年,本科,10k-20k
深圳市硅基大脑科技有限公司,AI高级研发工程师,,15-50人,未融资,南山区,1-3年,本科,15k-30k
滴滴优点科技（深圳）有限公司,资深Java技术专家/高级Java研发工程师,,50-150人,A轮,福田区,5-10年,本科,18k-36k
深圳云天励飞技术有限公司,大数据系统研发工程师/大数据应用开发工程师,,500-2000人,A轮,南山区,3-5年,本科,20k-35k
北京聚道科技有限公司,生物信息工程师,医疗健康Python,15-50人,B轮,罗湖区,1-3年,本科,10k-15k
深圳市中钞科信金融科技有限公司,软件开发工程师(应届生）,,150-500人,不需要融资,福田区,应届毕业生,本科,8k-12k
网宿科技股份有限公司北京分公司,存储开发工程师,云计算分布式Java云计算,2000人以上,上市公司,南山区,3-5年,本科,20k-40k
深圳中正信息科技有限公司,运维工程师,,15-50人,天使轮,南山区,1-3年,大专,8k-12k
富途网络科技（深圳）有限公司,行情开发工程师,,500-2000人,C轮,南山区,3-5年,本科,20K-40K
深圳天天看看信息技术有限公司,数据开发工程师,大数据Hadoop数据挖掘数据分析,150-500人,不需要融资,南山区,3-5年,本科,15k-25k
上海莱壳企业管理有限公司,C++资深开发工程师,大数据服务器端,150-500人,B轮,南山区,3-5年,本科,20k-40k
深圳数位传媒科技有限公司,算法工程师,,150-500人,B轮,南山区,1-3年,本科,13k-25k
竹间智能科技（上海）有限公司,后台开发工程师,媒体C++Java,150-500人,B轮,南山区,3-5年,本科,15k-30k
跨越速运集团有限公司,大数据开发工程师(J10454),,2000人以上,不需要融资,宝安区,1-3年,本科,15k-25k
广州奇志信息科技有限公司,后端工程师（深圳）,,15-50人,A轮,南山区,3-5年,本科,10k-20k
上海海万信息科技股份有限公司,java工程师,银行,500-2000人,不需要融资,罗湖区,3-5年,本科,10k-20k
深圳市萧乔网络科技有限公司,数据开发工程师,,50-150人,不需要融资,南山区,5-10年,本科,28k-40k
上海微创软件股份有限公司北京分公司,后端开发,,2000人以上,不需要融资,南山区,1-3年,本科,10k-15k
心灵失重（北京）科技有限公司,后端开发,,150-500人,A轮,南山区,3-5年,本科,15k-30k
深圳虾皮信息科技有限公司,后端软件工程师,,2000人以上,上市公司,南山区,不限,本科,20k-40k
深圳前海联动云汽车租赁有限公司,ETL数据库开发工程师,,2000人以上,不需要融资,罗湖区,3-5年,本科,15k-30k
深圳市奇诺动力科技有限公司,嵌入式软件工程师,,15-50人,A轮,南山区,不限,本科,8k-15k
深圳永安在线科技有限公司,后端高级开发工程师,大数据GolangJavaPHPPython,50-150人,A轮,南山区,3-5年,本科,25k-45k
深圳市全民点游科技有限公司,性能测试工程师,,150-500人,未融资,南山区,3-5年,大专,10k-20k
腾讯科技(深圳)有限公司,TEG13-运营开发工程师,,2000人以上,上市公司,南山区,3-5年,本科,18k-36k
丹尼尔惠灵顿贸易（深圳）有限公司,DevOps Engineer 运维开发工程师,,150-500人,不需要融资,南山区,1-3年,本科,12k-20k
招联消费金融有限公司,安全技术工程师,互联网金融借贷,500-2000人,不需要融资,南山区,3-5年,本科,15k-25k
深圳市易讯天空网络技术有限公司,高级前端开发工程师（CP）,,150-500人,上市公司,南山区,5-10年,本科,15k-27k
深圳晶泰科技有限公司,计算化学开发工程师,其他,50-150人,C轮,福田区,不限,硕士,15k-25k
深圳云麦科技有限公司,JAVA高级工程师,医疗健康云计算云计算系统架构,50-150人,B轮,南山区,3-5年,本科,13k-25k
上海海万信息科技股份有限公司,中高级java开发工程师,,500-2000人,不需要融资,福田区,3-5年,本科,10k-20k
深圳连城之堡科技有限公司,软件开发初级工程师,大数据JavaPython,15-50人,不需要融资,南山区,不限,本科,15k-30k
上海微创软件股份有限公司北京分公司,大数据后台开发工程师-车联网,移动互联网大数据SparkHadoop,2000人以上,不需要融资,南山区,3-5年,本科,10k-20k
竹间智能科技（上海）有限公司,全栈工程师,媒体JavaPython,150-500人,B轮,南山区,3-5年,本科,20k-35k
深圳市本牛科技有限责任公司,软件开发工程师,教育,50-150人,未融资,南山区,应届毕业生,本科,5k-8k
深圳淘乐网络科技有限公司,高级PHP工程师,游戏后端MySQL,150-500人,不需要融资,南山区,3-5年,大专,10k-20k
鹏城实验室,分布式系统工程师,,500-2000人,不需要融资,南山区,3-5年,硕士,15k-30k
万影技术（深圳）有限公司,运维开发工程师,,50-150人,天使轮,南山区,3-5年,本科,20k-25k
深圳追一科技有限公司,GO开发工程师 (MJ000154),,150-500人,B轮,南山区,不限,本科,15k-30k
誇克鏈科技有限公司,区块链开发工程师,,150-500人,天使轮,南山区,3-5年,本科,15k-30k
深圳市海捷紫华商贸有限公司,测试工程师（中级）,电商Web测试功能测试性能测试app测试,15-50人,A轮,南山区,3-5年,大专,10k-15k
平安科技（深圳）有限公司,容器研发工程师（深圳）,,2000人以上,不需要融资,南山区,3-5年,本科,15k-30k
深圳市明源云客电子商务有限公司,中高级Golang开发工程师,移动互联网,2000人以上,上市公司,南山区,3-5年,本科,18k-30k
深圳海链科技有限公司,go后台工程师,信息安全GolangJavaPython,50-150人,A轮,南山区,1-3年,本科,15k-30k
北京志凌海纳科技有限公司,Kubernetes 研发工程师,,50-150人,B轮,南山区,不限,本科,30k-50k
上海微创软件股份有限公司北京分公司,Web开发工程师（外派腾讯）,游戏移动互联网JavascriptbootstrapReact native,2000人以上,不需要融资,南山区,3-5年,大专,14k-16k
竹间智能科技（上海）有限公司,NLP研发工程师,,150-500人,B轮,南山区,1-3年,硕士,25k-50k
上海海万信息科技股份有限公司,Linux / C++开发工程师,云计算云计算,500-2000人,不需要融资,福田区,5-10年,本科,15k-25k
华泰期货有限公司,JAVA高级开发工程师,金融分布式后端服务器端,500-2000人,不需要融资,福田区,5-10年,本科,20k-40k
平达投资股份有限公司,前端开发,,2000人以上,未融资,南山区,不限,本科,25k-50k
南方银谷科技有限公司,自动化运维开发工程师,,150-500人,D轮及以上,南山区,3-5年,大专,15k-20k
深圳市心意创新科技有限公司,前端开发工程师,大数据HTML,50-150人,未融资,福田区,3-5年,本科,13k-18k
万翼科技有限公司,IOT开发工程师,,2000人以上,上市公司,南山区,5-10年,本科,25k-50k
北京通力互联技术服务有限公司,c/c++,,2000人以上,不需要融资,龙岗区,1-3年,本科,8k-15k
深圳市中钞科信金融科技有限公司,软件开发工程师(应届生）,,150-500人,不需要融资,福田区,应届毕业生,本科,8k-12k
深圳旺金金融信息服务有限公司,数据仓库开发工程师,,2000人以上,C轮,福田区,3-5年,本科,18k-25k
深圳市五谷网络科技有限公司,大数据开发工程师hadoop,,150-500人,C轮,南山区,1-3年,本科,10k-15k
深圳云天励飞技术有限公司,大数据数据开发工程师/大数据数据分析师,,500-2000人,A轮,南山区,3-5年,本科,15k-30k
岩心科技（深圳）有限公司,数据开发工程师,大数据互联网金融HiveSparkHadoop,500-2000人,C轮,南山区,3-5年,本科,20k-40k
北京睿智融科控股股份有限公司,开发工程师,,150-500人,不需要融资,南山区,不限,本科,6k-9k
北京字节跳动科技有限公司,基础架构研发工程师,后端开发,2000人以上,C轮,南山区,3-5年,本科,25k-50k
深圳市华宇讯科技有限公司,NLP工程师,,500-2000人,B轮,南山区,1-3年,硕士,15k-30k
深信服科技股份有限公司,大数据平台开发工程师,大数据JavaHadoop,2000人以上,不需要融资,南山区,1-3年,本科,15k-25k
广东安创信息科技开发有限公司,web开发工程师,,50-150人,不需要融资,南山区,1-3年,本科,6k-10k
海南新浪爱问普惠科技有限公司,大数据平台开发工程师,大数据JavaHadoopSpark数据分析,150-500人,未融资,南山区,5-10年,本科,18k-30k
深圳市本牛科技有限责任公司,语音开发初级工程师,教育游戏软件开发C++Java,50-150人,未融资,南山区,应届毕业生,本科,6k-9k
深圳市矽赫科技有限公司,计算机视觉算法工程师,智能硬件人工智能机器学习图像处理,15-50人,不需要融资,南山区,1-3年,硕士,20k-40k
深圳开黑科技有限公司,大数据开发工程师,游戏大数据Hadoop数据挖掘数据分析,150-500人,A轮,南山区,3-5年,本科,15k-30k
深圳松茂科技有限公司,运维工程师,,50-150人,A轮,南山区,3-5年,大专,12k-20k
深圳智易科技有限公司,AI平台开发工程师（机器学习）,云计算大数据人工智能算法架构师,15-50人,天使轮,南山区,3-5年,硕士,25k-40k
深圳乐信软件技术有限公司,数据开发工程师 (MJ000443),,2000人以上,上市公司,南山区,3-5年,本科,15k-30k
深圳连城之堡科技有限公司,资深软件开发工程师,,15-50人,不需要融资,南山区,3-5年,本科,30k-55k
深圳广联赛讯有限公司,DBA运维工程师,,150-500人,A轮,南山区,3-5年,本科,12k-16k
绍兴市齐悟网络科技有限公司,后端开发工程师,,50-150人,B轮,南山区,3-5年,本科,15k-25k
深圳市猫推科技有限公司,运维工程师,,50-150人,未融资,南山区,1-3年,大专,10k-20k
北京字节跳动科技有限公司,后台开发工程师,,2000人以上,C轮,南山区,1年以下,本科,18k-22k
格创东智（深圳）科技有限公司,测试工程师,,500-2000人,不需要融资,南山区,3-5年,本科,10k-15k
富途网络科技（深圳）有限公司,风控开发工程师,金融服务器端,500-2000人,C轮,南山区,1-3年,不限,15k-30k
深圳普思英察科技有限公司,测试工程师,媒体嵌入式,50-150人,B轮,南山区,1-3年,本科,10k-20k
天下支付科技有限公司,c/c++开发工程师,电商支付后端Java,150-500人,不需要融资,福田区,3-5年,本科,15k-30k
深圳市优学链科技有限公司,golang开发工程师,,15-50人,天使轮,南山区,不限,本科,15k-30k
深圳市前海汇流信息科技有限公司,PHP/Node js后端开发工程师,,50-150人,A轮,南山区,1-3年,本科,13k-25k
百度在线网络技术（北京）有限公司,光传输系统工程师,,2000人以上,不需要融资,南山区,3-5年,本科,15k-30k
深圳市全民点游科技有限公司,实施运维工程师,,150-500人,未融资,南山区,3-5年,大专,10k-20k
人人贷商务顾问（北京）有限公司,大数据开发高级工程师,,2000人以上,A轮,南山区,3-5年,本科,25k-50k
深圳讴谱科技有限公司,区块链开发工程师,,15-50人,不需要融资,南山区,3-5年,本科,12K-22K
深圳市大头兄弟文化传播有限公司,大数据开发工程师,,50-150人,A轮,宝安区,3-5年,大专,15k-30k
广州搜床网络科技有限公司,物联网平台开发工程师,,150-500人,A轮,南山区,3-5年,本科,15k-25k
平安科技（深圳）有限公司,开发工程师-云平台,云计算软件开发,2000人以上,不需要融资,福田区,不限,本科,15k-30k
北京网石科技有限公司,SDK工程师,游戏PMP,2000人以上,不需要融资,南山区,1-3年,大专,8k-16k
深圳小鹅网络技术有限公司,运维开发工程师,,150-500人,A轮,南山区,1-3年,本科,10k-20k
深圳市墨者安全科技有限公司,运维工程师,信息安全云计算安全Web安全,15-50人,不需要融资,南山区,1-3年,大专,7k-10k
深圳市华宇讯科技有限公司,自然语言处理工程师,,500-2000人,B轮,南山区,3-5年,硕士,25k-50k
智言科技(深圳)有限公司,后端开发工程师,,50-150人,A轮,南山区,3-5年,本科,15k-30k
深圳市海柔创新科技有限公司,可靠性测试工程师,,15-50人,A轮,宝安区,3-5年,本科,15k-25k
深圳凯撒网络科技有限公司,PHP开发工程师,,500-2000人,上市公司,南山区,3-5年,本科,10k-20k
深圳市木槿科技有限公司,NPL算法工程师,大数据NLP,50-150人,不需要融资,南山区,3-5年,本科,11k-22k
深圳市云歌人工智能技术有限公司,区块链开发工程师,,50-150人,天使轮,南山区,3-5年,本科,20k-40k
深圳市义泰昌餐饮管理有限公司,运维工程师,移动互联网Linux,500-2000人,A轮,福田区,3-5年,本科,10k-20k
深圳矽递科技股份有限公司,技术支持工程师（课程开发组）,移动互联网教育,150-500人,不需要融资,南山区,1-3年,本科,7k-14k
深圳贝尔信息科技有限公司,人工智能研发工程师,,少于15人,不需要融资,南山区,不限,本科,9k-18k
深圳智易科技有限公司,算法工程师,,15-50人,天使轮,南山区,1-3年,本科,25k-40k
深圳进化动力数码科技有限公司,计算机视觉研发工程师,企业服务,50-150人,B轮,宝安区,不限,本科,12k-22k
广州快盈信息技术服务有限公司,NLP算法工程师,,50-150人,B轮,南山区,3-5年,本科,15k-30k
滴滴优点科技（深圳）有限公司,后端研发工程师,,50-150人,A轮,福田区,3-5年,本科,16k-32k
互联金服（珠海）科技有限公司,后端开发工程师,,50-150人,不需要融资,南山区,3-5年,大专,15k-28k
深圳奥斯比特科技有限公司,后台开发工程师,工具软件大数据移动开发机器学习JavaLinux/Unix,少于15人,不需要融资,南山区,3-5年,本科,10k-14k
深圳市客路网络科技有限公司,测试开发工程师,信息安全自动化,500-2000人,D轮及以上,福田区,1-3年,本科,12k-24k
深圳白骑士大数据有限公司,机器学习工程师,大数据金融算法,50-150人,A轮,南山区,1-3年,本科,15k-25k
五八生活圈（深圳）科技有限公司,运维工程师,,50-150人,上市公司,龙岗区,3-5年,大专,15k-20k
深圳蓝贝科技有限公司,运维开发工程师,,150-500人,B轮,南山区,3-5年,本科,15k-30k
星辰天合（北京）数据科技有限公司,存储产品研发工程师,,150-500人,C轮,南山区,1-3年,本科,15k-30k
深圳悦智网络科技有限公司,高级软件测试工程师,,15-50人,天使轮,南山区,3-5年,本科,10k-20k
深圳市金锄头网络有限公司,高级运维开发工程师,,150-500人,不需要融资,南山区,3-5年,本科,25k-35k
上海海万信息科技股份有限公司,中级java工程师,,500-2000人,不需要融资,福田区,3-5年,本科,10k-20k
深圳势必可赢科技有限公司,golang开发工程师,,50-150人,B轮,南山区,3-5年,本科,15k-25k
广州搜床网络科技有限公司,物联网硬件开发工程师,移动互联网嵌入式,150-500人,A轮,南山区,3-5年,本科,15k-25k
北京猎户星空科技有限公司,机械臂软件开发工程师（深圳）,,500-2000人,A轮,南山区,不限,本科,18k-35k
网宿科技股份有限公司北京分公司,存储研发工程师-深圳-00927,,2000人以上,上市公司,,3-5年,本科,15k-25k
深圳市瑞宝麟财富投资管理有限公司,MySQL数据库开发工程师,,2000人以上,不需要融资,南山区,3-5年,大专,15k-25k
